Z_slice,neuron_id,GlyT2_synapse_count,Gephyrin_synapse_count
180,98,35,40
180,99,14,17
180,100,62,32
180,101,0,0
180,102,0,0
180,103,0,0
180,104,0,0
180,105,0,0
180,106,0,0
180,107,0,0
180,108,0,0
180,109,0,0
180,110,100,16
180,111,0,0
180,112,0,0
180,113,0,0
180,114,0,0
180,115,0,0
180,116,0,0
180,117,0,0
180,118,0,0
180,119,12,50
180,120,0,44
180,121,5,95
180,122,0,0
180,123,5,154
180,124,0,0
180,125,0,0
180,126,16,141
180,127,0,0
180,128,0,0
180,129,0,0
181,1,0,0
181,2,0,0
181,3,0,0
181,4,0,0
181,5,0,0
181,6,18,18
181,7,0,0
181,8,0,0
181,9,0,0
181,10,0,0
181,11,0,0
181,12,0,0
181,13,0,0
181,14,0,0
181,15,0,0
181,16,0,0
181,17,0,0
181,18,0,0
181,19,0,0
181,20,0,0
181,21,0,0
181,22,0,0
181,23,0,0
181,24,0,0
181,25,0,0
181,26,0,0
181,27,0,0
181,28,0,0
181,29,0,0
181,30,0,0
181,31,0,0
181,32,0,0
181,33,0,0
181,34,0,0
181,35,0,0
181,36,0,0
181,37,0,0
181,38,0,0
181,39,0,0
181,40,0,0
181,41,0,0
181,42,0,0
181,43,0,0
181,44,0,0
181,45,0,0
181,46,0,0
181,47,0,0
181,48,0,0
181,49,0,0
181,50,0,0
181,51,0,0
181,52,51,71
181,53,0,0
181,54,0,0
181,55,12,112
181,56,0,0
181,57,0,0
181,58,0,0
181,59,0,0
181,60,0,0
181,61,0,0
181,62,0,0
181,63,0,0
181,64,0,0
181,65,33,75
181,66,0,0
181,67,0,0
181,68,0,0
181,69,0,0
181,70,0,0
181,71,0,0
181,72,0,0
181,73,0,0
181,74,0,0
181,75,0,0
181,76,0,0
181,77,0,0
181,78,0,0
181,79,0,0
181,80,0,0
181,81,0,0
181,82,0,0
181,83,0,0
181,84,0,0
181,85,0,0
181,86,0,0
181,87,0,0
181,88,0,0
181,89,0,0
181,90,0,0
181,91,0,0
181,92,0,0
181,93,0,0
181,94,0,0
181,95,44,37
181,96,0,0
181,97,0,0
181,98,63,35
181,99,39,45
181,100,16,28
181,101,30,34
181,102,11,7
181,103,52,23
181,104,0,0
181,105,0,0
181,106,0,0
181,107,0,0
181,108,0,0
181,109,0,0
181,110,0,0
181,111,0,0
181,112,0,0
181,113,0,0
181,114,7,122
181,115,0,0
181,116,0,0
181,117,10,102
181,118,4,74
181,119,0,0
181,120,6,95
181,121,6,54
181,122,0,0
182,1,0,0
182,2,0,0
182,3,0,0
182,4,0,0
182,5,5,6
182,6,0,0
182,7,0,0
182,8,0,0
182,9,0,0
182,10,0,0
182,11,0,0
182,12,0,0
182,13,0,0
182,14,0,0
182,15,12,45
182,16,84,45
182,17,0,0
182,18,0,0
182,19,0,0
182,20,18,79
182,21,0,0
182,22,0,0
182,23,0,0
182,24,0,0
182,25,0,0
182,26,0,0
182,27,0,0
182,28,0,0
182,29,0,0
182,30,0,0
182,31,0,0
182,32,0,0
182,33,0,0
182,34,0,0
182,35,0,0
182,36,0,0
182,37,0,0
182,38,0,0
182,39,0,0
182,40,0,0
182,41,0,0
182,42,0,0
182,43,0,0
182,44,0,0
182,45,0,0
182,46,0,0
182,47,0,0
182,48,0,0
182,49,0,0
182,50,0,0
182,51,24,79
182,52,0,0
182,53,0,0
182,54,0,0
182,55,0,0
182,56,0,0
182,57,0,0
182,58,41,58
182,59,0,0
182,60,0,0
182,61,0,0
182,62,0,0
182,63,0,0
182,64,9,100
182,65,0,0
182,66,0,0
182,67,0,0
182,68,0,0
182,69,0,0
182,70,0,0
182,71,0,0
182,72,0,0
182,73,0,0
182,74,0,0
182,75,0,0
182,76,28,66
182,77,0,0
182,78,0,0
182,79,0,0
182,80,0,0
182,81,0,0
182,82,0,0
182,83,0,0
182,84,0,0
182,85,0,0
182,86,0,0
182,87,0,0
182,88,0,0
182,89,0,0
182,90,0,0
182,91,0,0
182,92,0,0
182,93,0,0
182,94,0,0
182,95,0,0
182,96,0,0
182,97,0,0
182,98,0,0
182,99,0,0
182,100,0,0
182,101,0,0
182,102,0,0
182,103,0,0
182,104,0,0
182,105,0,0
182,106,76,74
182,107,0,0
182,108,0,0
182,109,49,51
182,110,33,40
182,111,0,0
182,112,0,0
182,113,0,0
182,114,0,0
182,115,309,33
182,116,0,0
182,117,0,0
182,118,14,130
182,119,0,0
182,120,0,0
182,121,0,0
182,122,0,0
182,123,0,0
182,124,0,0
182,125,0,0
182,126,10,164
182,127,0,0
182,128,10,127
182,129,0,0
182,130,0,0
182,131,0,0
182,132,0,0
182,133,0,0
182,134,0,0
182,135,0,0
183,1,0,0
183,2,0,0
183,3,0,0
183,4,0,0
183,5,0,0
183,6,0,0
183,7,0,0
183,8,0,0
183,9,0,0
183,10,0,0
183,11,0,0
183,12,0,0
183,13,0,0
183,14,0,0
183,15,0,0
183,16,6,13
183,17,27,42
183,18,0,0
183,19,4,37
183,20,77,48
183,21,0,0
183,22,0,0
183,23,0,0
183,24,0,0
183,25,0,0
183,26,0,0
183,27,0,0
183,28,0,0
183,29,0,0
183,30,0,0
183,31,0,0
183,32,0,0
183,33,0,0
183,34,0,0
183,35,0,0
183,36,0,0
183,37,0,0
183,38,0,0
183,39,0,0
183,40,0,0
183,41,0,0
183,42,0,0
183,43,0,0
183,44,0,0
183,45,29,82
183,46,0,0
183,47,0,0
183,48,0,0
183,49,0,0
183,50,39,52
183,51,0,0
183,52,0,0
183,53,0,0
183,54,13,113
183,55,0,0
183,56,0,0
183,57,0,0
183,58,0,0
183,59,0,0
183,60,0,0
183,61,0,0
183,62,0,0
183,63,0,0
183,64,0,0
183,65,0,0
183,66,29,63
183,67,0,0
183,68,0,0
183,69,0,0
183,70,0,0
183,71,0,0
183,72,0,0
183,73,0,0
183,74,0,0
183,75,0,0
183,76,0,0
183,77,0,0
183,78,0,0
183,79,0,0
183,80,0,0
183,81,99,51
183,82,0,0
183,83,0,0
183,84,0,0
183,85,0,0
183,86,0,0
183,87,0,0
183,88,0,0
183,89,0,0
183,90,0,0
183,91,82,76
183,92,0,0
183,93,0,0
183,94,0,0
183,95,0,0
183,96,0,0
183,97,24,42
183,98,43,55
183,99,23,82
183,100,24,25
183,101,0,0
183,102,0,0
183,103,0,0
183,104,0,0
183,105,0,0
183,106,250,40
183,107,106,17
183,108,0,0
183,109,0,0
183,110,270,38
183,111,19,133
183,112,0,0
183,113,0,0
183,114,0,0
183,115,0,0
183,116,0,0
183,117,116,29
183,118,0,0
183,119,0,0
183,120,8,168
183,121,0,0
183,122,0,0
183,123,0,0
183,124,0,0
183,125,0,0
183,126,0,0
183,127,0,0
183,128,0,0
183,129,0,0
183,130,0,0
184,1,0,0
184,2,0,0
184,3,0,0
184,4,0,0
184,5,0,0
184,6,0,0
184,7,0,0
184,8,0,0
184,9,0,0
184,10,0,0
184,11,0,0
184,12,32,47
184,13,8,47
184,14,0,0
184,15,77,52
184,16,0,0
184,17,0,0
184,18,0,0
184,19,106,76
184,20,0,0
184,21,0,0
184,22,0,0
184,23,0,0
184,24,0,0
184,25,0,0
184,26,0,0
184,27,0,0
184,28,0,0
184,29,0,0
184,30,0,0
184,31,28,93
184,32,0,0
184,33,0,0
184,34,31,52
184,35,0,0
184,36,0,0
184,37,0,0
184,38,0,0
184,39,0,0
184,40,16,111
184,41,0,0
184,42,0,0
184,43,0,0
184,44,0,0
184,45,0,0
184,46,0,0
184,47,0,0
184,48,0,0
184,49,30,61
184,50,0,0
184,51,0,0
184,52,0,0
184,53,0,0
184,54,0,0
184,55,0,0
184,56,0,0
184,57,0,0
184,58,0,0
184,59,0,0
184,60,0,0
184,61,0,0
184,62,141,99
184,63,0,0
184,64,0,0
184,65,0,0
184,66,0,0
184,67,0,0
184,68,0,0
184,69,0,0
184,70,0,0
184,71,0,0
184,72,0,0
184,73,0,0
184,74,0,0
184,75,0,0
184,76,0,0
184,77,0,0
184,78,0,0
184,79,0,0
184,80,0,0
184,81,0,0
184,82,281,45
184,83,0,0
184,84,0,0
184,85,0,0
184,86,0,0
184,87,181,49
184,88,229,42
184,89,0,0
184,90,0,0
184,91,54,5
184,92,0,0
184,93,0,0
184,94,0,0
184,95,0,0
184,96,0,0
184,97,0,0
184,98,0,0
184,99,0,0
184,100,0,0
184,101,8,151
184,102,0,0
184,103,0,0
184,104,0,0
184,105,0,0
184,106,0,0
184,107,0,0
184,108,0,0
184,109,0,0
184,110,0,0
184,111,0,0
184,112,0,0
185,1,0,0
185,2,0,0
185,3,0,0
185,4,0,0
185,5,0,0
185,6,0,0
185,7,0,0
185,8,0,0
185,9,0,0
185,10,0,0
185,11,0,0
185,12,0,0
185,13,0,0
185,14,0,0
185,15,0,0
185,16,0,0
185,17,0,0
185,18,0,0
185,19,0,0
185,20,0,0
185,21,0,0
185,22,0,0
185,23,0,0
185,24,0,0
185,25,0,0
185,26,0,0
185,27,0,0
185,28,0,0
185,29,0,0
185,30,0,0
185,31,31,106
185,32,0,0
185,33,0,0
185,34,0,0
185,35,0,0
185,36,0,0
185,37,0,0
185,38,0,0
185,39,0,0
185,40,0,0
185,41,0,0
185,42,0,0
185,43,0,0
185,44,0,0
185,45,0,0
185,46,0,0
185,47,0,0
185,48,0,0
185,49,0,0
185,50,0,0
185,51,0,0
185,52,0,0
185,53,0,0
185,54,0,0
185,55,0,0
185,56,0,0
185,57,0,0
185,58,38,57
185,59,0,0
185,60,0,0
185,61,0,0
185,62,0,0
185,63,0,0
185,64,0,0
185,65,0,0
185,66,0,0
185,67,0,0
185,68,0,0
185,69,0,0
185,70,35,71
185,71,0,0
185,72,0,0
185,73,0,0
185,74,0,0
185,75,0,0
185,76,0,0
185,77,0,0
185,78,36,65
185,79,0,0
185,80,0,0
185,81,0,0
185,82,0,0
185,83,0,0
185,84,194,37
185,85,24,122
185,86,0,0
185,87,0,0
185,88,0,0
185,89,61,5
185,90,0,0
185,91,124,13
185,92,85,24
185,93,0,0
185,94,0,0
185,95,0,0
185,96,2,125
185,97,9,103
185,98,0,0
185,99,0,0
185,100,0,0
185,101,0,0
185,102,0,0
185,103,0,0
185,104,0,0
185,105,0,0
185,106,0,0
185,107,0,0
186,1,0,0
186,2,0,0
186,3,0,0
186,4,0,0
186,5,0,0
186,6,0,0
186,7,0,0
186,8,0,0
186,9,0,0
186,10,0,0
186,11,0,0
186,12,0,0
186,13,0,0
186,14,0,0
186,15,0,0
186,16,0,0
186,17,0,0
186,18,0,0
186,19,0,0
186,20,0,0
186,21,0,0
186,22,0,0
186,23,0,0
186,24,0,0
186,25,0,0
186,26,0,0
186,27,0,0
186,28,0,0
186,29,0,0
186,30,0,0
186,31,0,0
186,32,0,0
186,33,31,108
186,34,0,0
186,35,0,0
186,36,0,0
186,37,0,0
186,38,31,97
186,39,0,0
186,40,0,0
186,41,0,0
186,42,0,0
186,43,0,0
186,44,0,0
186,45,0,0
186,46,0,0
186,47,0,0
186,48,0,0
186,49,0,0
186,50,0,0
186,51,0,0
186,52,0,0
186,53,0,0
186,54,0,0
186,55,0,0
186,56,0,0
186,57,56,52
186,58,0,0
186,59,38,69
186,60,0,0
186,61,0,0
186,62,0,0
186,63,0,0
186,64,0,0
186,65,0,0
186,66,0,0
186,67,0,0
186,68,0,0
186,69,0,0
186,70,0,0
186,71,0,0
186,72,0,0
186,73,0,0
186,74,0,0
186,75,0,0
186,76,77,21
186,77,0,0
186,78,0,0
186,79,66,4
186,80,0,0
186,81,133,12
186,82,8,6
186,83,97,22
186,84,0,0
186,85,82,16
186,86,0,0
186,87,0,0
186,88,9,178
186,89,0,0
186,90,0,0
186,91,0,0
186,92,0,0
186,93,0,0
186,94,18,23
186,95,0,0
186,96,0,0
186,97,0,0
186,98,0,77
187,1,0,0
187,2,0,0
187,3,0,0
187,4,0,0
187,5,0,0
187,6,0,0
187,7,0,0
187,8,0,0
187,9,0,0
187,10,0,0
187,11,0,0
187,12,0,0
187,13,0,0
187,14,0,0
187,15,0,0
187,16,0,0
187,17,0,0
187,18,0,0
187,19,0,0
187,20,0,0
187,21,0,0
187,22,0,0
187,23,0,0
187,24,0,0
187,25,0,0
187,26,0,0
187,27,0,0
187,28,0,0
187,29,0,0
187,30,0,0
187,31,0,0
187,32,36,116
187,33,0,0
187,34,0,0
187,35,0,0
187,36,0,0
187,37,0,0
187,38,0,0
187,39,0,0
187,40,0,0
187,41,0,0
187,42,0,0
187,43,0,0
187,44,0,0
187,45,0,0
187,46,0,0
187,47,0,0
187,48,0,0
187,49,0,0
187,50,0,0
187,51,0,0
187,52,0,0
187,53,0,0
187,54,0,0
187,55,0,0
187,56,0,0
187,57,40,65
187,58,0,0
187,59,0,0
187,60,0,0
187,61,0,0
187,62,0,0
187,63,0,0
187,64,0,0
187,65,0,0
187,66,31,13
187,67,60,11
187,68,0,0
187,69,9,94
187,70,13,93
187,71,132,11
187,72,7,5
187,73,112,20
187,74,0,0
187,75,0,0
187,76,0,0
187,77,78,20
187,78,0,0
187,79,0,0
187,80,0,0
187,81,0,0
187,82,0,0
187,83,0,0
187,84,0,0
187,85,0,0
188,1,0,0
188,2,0,0
188,3,0,0
188,4,0,0
188,5,0,0
188,6,0,0
188,7,0,0
188,8,0,0
188,9,0,0
188,10,0,0
188,11,0,0
188,12,0,0
188,13,0,0
188,14,0,0
188,15,0,0
188,16,0,0
188,17,0,0
188,18,0,0
188,19,0,0
188,20,0,0
188,21,0,0
188,22,0,0
188,23,0,0
188,24,0,0
188,25,0,0
188,26,0,0
188,27,0,0
188,28,0,0
188,29,0,0
188,30,0,0
188,31,0,0
188,32,0,0
188,33,0,0
188,34,0,0
188,35,11,108
188,36,0,0
188,37,0,0
188,38,0,0
188,39,0,0
188,40,0,0
188,41,0,0
188,42,0,0
188,43,0,0
188,44,0,0
188,45,0,0
188,46,0,0
188,47,0,0
188,48,0,0
188,49,0,0
188,50,0,0
188,51,0,0
188,52,0,0
188,53,65,97
188,54,0,0
188,55,0,0
188,56,0,0
188,57,0,0
188,58,0,0
188,59,0,0
188,60,0,0
188,61,0,0
188,62,0,0
188,63,0,0
188,64,0,0
188,65,0,0
188,66,0,0
188,67,0,0
188,68,0,0
188,69,0,0
188,70,0,0
188,71,0,0
188,72,0,0
188,73,136,68
188,74,0,0
188,75,18,107
188,76,0,0
188,77,0,0
188,78,67,27
188,79,0,0
188,80,0,0
188,81,69,24
188,82,0,0
188,83,0,0
188,84,30,12
188,85,55,10
188,86,0,0
188,87,0,0
188,88,22,144
188,89,165,11
188,90,102,25
188,91,0,0
188,92,13,138
188,93,0,0
188,94,0,0
188,95,13,169
188,96,0,0
188,97,0,0
188,98,0,0
188,99,0,0
188,100,0,0
188,101,0,0
189,1,0,0
189,2,0,0
189,3,0,0
189,4,0,0
189,5,0,0
189,6,0,0
189,7,0,0
189,8,0,0
189,9,0,0
189,10,0,0
189,11,0,0
189,12,0,0
189,13,0,0
189,14,0,0
189,15,0,0
189,16,26,107
189,17,0,0
189,18,0,0
189,19,0,0
189,20,0,0
189,21,0,0
189,22,0,0
189,23,0,0
189,24,0,0
189,25,0,0
189,26,0,0
189,27,0,0
189,28,0,0
189,29,0,0
189,30,0,0
189,31,0,0
189,32,0,0
189,33,0,0
189,34,0,0
189,35,0,0
189,36,0,0
189,37,0,0
189,38,0,0
189,39,0,0
189,40,0,0
189,41,0,0
189,42,0,0
189,43,0,0
189,44,0,0
189,45,0,0
189,46,41,58
189,47,0,0
189,48,0,0
189,49,0,0
189,50,0,0
189,51,0,0
189,52,0,0
189,53,0,0
189,54,0,0
189,55,0,0
189,56,43,69
189,57,0,0
189,58,0,0
189,59,0,0
189,60,0,0
189,61,0,0
189,62,0,0
189,63,0,0
189,64,0,0
189,65,0,0
189,66,0,0
189,67,0,0
189,68,0,0
189,69,0,0
189,70,0,0
189,71,0,0
189,72,0,0
189,73,54,23
189,74,0,0
189,75,0,0
189,76,0,0
189,77,29,6
189,78,29,6
189,79,49,15
189,80,0,0
189,81,0,0
189,82,296,51
189,83,6,146
189,84,0,0
189,85,61,11
189,86,24,134
189,87,234,19
189,88,0,0
189,89,0,0
189,90,0,0
189,91,62,10
189,92,24,167
189,93,0,0
189,94,0,0
189,95,0,0
189,96,6,86
189,97,151,42
189,98,10,113
189,99,0,0
189,100,0,0
189,101,0,0
189,102,0,0
190,1,0,0
190,2,0,0
190,3,0,0
190,4,0,0
190,5,0,0
190,6,0,0
190,7,0,0
190,8,0,0
190,9,0,0
190,10,0,0
190,11,0,0
190,12,0,0
190,13,0,0
190,14,0,0
190,15,0,0
190,16,0,0
190,17,0,0
190,18,55,64
190,19,0,0
190,20,0,0
190,21,0,0
190,22,0,0
190,23,0,0
190,24,0,0
190,25,0,0
190,26,0,0
190,27,0,0
190,28,0,0
190,29,0,0
190,30,0,0
190,31,0,0
190,32,0,0
190,33,0,0
190,34,0,0
190,35,0,0
190,36,0,0
190,37,0,0
190,38,0,0
190,39,0,0
190,40,0,0
190,41,0,0
190,42,0,0
190,43,0,0
190,44,0,0
190,45,0,0
190,46,0,0
190,47,0,0
190,48,0,0
190,49,0,0
190,50,0,0
190,51,0,0
190,52,0,0
190,53,0,0
190,54,0,0
190,55,0,0
190,56,0,0
190,57,0,0
190,58,0,0
190,59,0,0
190,60,126,70
190,61,0,0
190,62,29,28
190,63,0,0
190,64,44,23
190,65,0,0
190,66,36,12
190,67,45,8
190,68,0,0
190,69,310,54
190,70,7,137
190,71,62,18
190,72,0,0
190,73,0,0
190,74,68,10
190,75,26,148
190,76,0,0
190,77,0,0
190,78,0,0
191,1,0,0
191,2,0,0
191,3,0,0
191,4,0,0
191,5,0,0
191,6,0,0
191,7,0,0
191,8,0,0
191,9,0,0
191,10,0,0
191,11,0,0
191,12,0,0
191,13,0,0
191,14,0,0
191,15,0,0
191,16,0,0
191,17,0,0
191,18,0,0
191,19,0,0
191,20,73,91
191,21,0,0
191,22,0,0
191,23,0,0
191,24,0,0
191,25,0,0
191,26,0,0
191,27,0,0
191,28,0,0
191,29,0,0
191,30,0,0
191,31,0,0
191,32,0,0
191,33,0,0
191,34,0,0
191,35,0,0
191,36,0,0
191,37,0,0
191,38,0,0
191,39,0,0
191,40,0,0
191,41,76,95
191,42,0,0
191,43,0,0
191,44,0,0
191,45,0,0
191,46,19,96
191,47,137,38
191,48,4,59
191,49,0,25
191,50,165,29
191,51,0,0
191,52,5,93
191,53,0,0
191,54,0,0
191,55,33,12
191,56,51,9
191,57,0,0
191,58,75,10
191,59,23,147
191,60,0,0
191,61,0,0
191,62,7,137
191,63,0,0
191,64,0,0
191,65,29,11
191,66,0,42
191,67,0,0
192,1,0,0
192,2,0,0
192,3,0,0
192,4,0,0
192,5,0,0
192,6,0,0
192,7,0,0
192,8,0,0
192,9,0,0
192,10,0,0
192,11,0,0
192,12,0,0
192,13,0,0
192,14,0,0
192,15,0,0
192,16,9,8
192,17,0,0
192,18,0,0
192,19,0,0
192,20,0,0
192,21,0,0
192,22,0,0
192,23,15,58
192,24,0,0
192,25,0,0
192,26,0,0
192,27,0,0
192,28,0,0
192,29,0,0
192,30,0,0
192,31,0,0
192,32,0,0
192,33,0,0
192,34,0,0
192,35,0,0
192,36,0,0
192,37,0,0
192,38,0,0
192,39,0,0
192,40,0,0
192,41,0,0
192,42,0,0
192,43,0,0
192,44,0,0
192,45,0,0
192,46,84,87
192,47,0,0
192,48,0,0
192,49,0,0
192,50,0,0
192,51,23,131
192,52,77,40
192,53,0,0
192,54,0,0
192,55,71,29
192,56,0,0
192,57,0,0
192,58,0,0
192,59,6,143
192,60,114,28
192,61,0,0
192,62,135,22
192,63,0,0
192,64,0,0
192,65,41,10
192,66,39,7
192,67,0,0
192,68,0,0
192,69,0,0
192,70,0,0
192,71,0,0
192,72,0,0
192,73,25,142
192,74,0,0
192,75,0,0
192,76,0,0
192,77,0,0
192,78,0,0
192,79,0,0
192,80,0,0
192,81,0,0
192,82,0,0
192,83,0,35
192,84,0,0
192,85,0,0
193,1,0,0
193,2,0,0
193,3,0,0
193,4,0,0
193,5,0,0
193,6,0,0
193,7,0,0
193,8,0,0
193,9,0,0
193,10,0,0
193,11,0,0
193,12,0,0
193,13,10,13
193,14,0,0
193,15,0,0
193,16,0,0
193,17,0,0
193,18,0,0
193,19,0,0
193,20,0,0
193,21,0,0
193,22,0,0
193,23,0,0
193,24,0,0
193,25,0,0
193,26,46,62
193,27,0,0
193,28,0,0
193,29,0,0
193,30,0,0
193,31,0,0
193,32,0,0
193,33,39,96
193,34,0,0
193,35,0,0
193,36,0,0
193,37,0,0
193,38,0,0
193,39,0,0
193,40,0,0
193,41,0,0
193,42,0,0
193,43,0,0
193,44,0,0
193,45,0,0
193,46,0,0
193,47,0,0
193,48,76,53
193,49,0,0
193,50,0,0
193,51,0,0
193,52,0,0
193,53,0,0
193,54,0,0
193,55,0,0
193,56,0,0
193,57,0,0
193,58,0,0
193,59,0,0
193,60,0,0
193,61,97,67
193,62,0,0
193,63,0,0
193,64,0,0
193,65,0,0
193,66,22,134
193,67,75,22
193,68,0,0
193,69,0,0
193,70,0,0
193,71,0,0
193,72,0,0
193,73,0,0
193,74,0,0
193,75,48,15
193,76,0,0
193,77,0,0
193,78,0,0
193,79,0,0
193,80,22,9
193,81,23,9
193,82,27,6
193,83,0,0
193,84,0,0
193,85,0,0
193,86,0,0
193,87,9,3
193,88,0,0
193,89,0,0
193,90,0,0
193,91,0,0
193,92,0,0
193,93,0,0
193,94,0,0
193,95,0,0
193,96,417,5
193,97,2,115
193,98,0,0
193,99,0,0
193,100,0,0
193,101,0,0
193,102,0,0
193,103,0,0
193,104,0,0
193,105,0,0
194,1,0,0
194,2,0,0
194,3,0,0
194,4,0,0
194,5,0,0
194,6,0,0
194,7,0,0
194,8,0,0
194,9,0,0
194,10,0,0
194,11,0,0
194,12,0,0
194,13,0,0
194,14,0,0
194,15,0,0
194,16,0,0
194,17,0,0
194,18,0,0
194,19,0,0
194,20,0,0
194,21,0,0
194,22,41,73
194,23,46,51
194,24,0,0
194,25,0,0
194,26,0,0
194,27,0,0
194,28,0,0
194,29,0,0
194,30,0,0
194,31,0,0
194,32,0,0
194,33,0,0
194,34,0,0
194,35,0,0
194,36,0,0
194,37,0,0
194,38,0,0
194,39,0,0
194,40,0,0
194,41,0,0
194,42,0,0
194,43,0,0
194,44,0,0
194,45,0,0
194,46,0,0
194,47,0,0
194,48,0,0
194,49,0,0
194,50,0,0
194,51,0,0
194,52,0,0
194,53,0,0
194,54,0,0
194,55,0,0
194,56,0,0
194,57,0,0
194,58,0,0
194,59,0,0
194,60,95,78
194,61,0,0
194,62,35,76
194,63,19,130
194,64,69,28
194,65,0,0
194,66,0,0
194,67,64,23
194,68,0,0
194,69,0,0
194,70,0,0
194,71,0,0
194,72,0,0
194,73,0,0
194,74,0,0
194,75,0,0
194,76,23,140
194,77,0,0
194,78,44,85
194,79,0,0
194,80,4,3
194,81,0,0
194,82,0,0
194,83,0,0
194,84,17,101
194,85,0,0
194,86,0,0
194,87,0,0
194,88,0,0
194,89,0,0
194,90,0,0
194,91,8,92
194,92,0,0
194,93,0,0
194,94,0,96
194,95,0,0
194,96,0,0
194,97,0,0
194,98,0,0
195,1,0,0
195,2,0,0
195,3,0,0
195,4,0,0
195,5,0,0
195,6,0,0
195,7,0,0
195,8,0,0
195,9,0,0
195,10,0,0
195,11,0,0
195,12,0,0
195,13,0,0
195,14,0,0
195,15,0,0
195,16,0,0
195,17,0,0
195,18,0,0
195,19,0,0
195,20,0,0
195,21,44,68
195,22,89,90
195,23,0,0
195,24,0,0
195,25,0,0
195,26,0,0
195,27,0,0
195,28,0,0
195,29,0,0
195,30,47,120
195,31,0,0
195,32,0,0
195,33,0,0
195,34,0,0
195,35,0,0
195,36,0,0
195,37,0,0
195,38,0,0
195,39,0,0
195,40,0,0
195,41,0,0
195,42,0,0
195,43,0,0
195,44,0,0
195,45,0,0
195,46,0,0
195,47,0,0
195,48,0,0
195,49,0,0
195,50,0,0
195,51,0,0
195,52,0,0
195,53,0,0
195,54,0,0
195,55,0,0
195,56,0,0
195,57,0,0
195,58,0,0
195,59,0,0
195,60,0,0
195,61,0,0
195,62,0,0
195,63,21,129
195,64,0,0
195,65,0,0
195,66,65,18
195,67,0,0
195,68,0,0
195,69,26,107
195,70,0,0
195,71,0,0
195,72,7,109
195,73,0,0
195,74,0,0
195,75,0,0
195,76,0,0
195,77,0,0
195,78,4,2
195,79,0,0
195,80,0,0
195,81,35,102
195,82,0,0
195,83,0,0
195,84,0,0
195,85,0,0
195,86,0,0
195,87,0,0
195,88,1,122
195,89,0,0
195,90,0,0
195,91,0,0
195,92,0,0
196,1,0,0
196,2,0,0
196,3,0,0
196,4,0,0
196,5,0,0
196,6,0,0
196,7,0,0
196,8,0,0
196,9,0,0
196,10,0,0
196,11,0,0
196,12,0,0
196,13,0,0
196,14,0,0
196,15,0,0
196,16,0,0
196,17,0,0
196,18,0,0
196,19,0,0
196,20,0,0
196,21,0,0
196,22,0,0
196,23,0,0
196,24,0,0
196,25,0,0
196,26,0,0
196,27,0,0
196,28,48,80
196,29,0,0
196,30,0,0
196,31,0,0
196,32,0,0
196,33,0,0
196,34,0,0
196,35,0,0
196,36,0,0
196,37,0,0
196,38,0,0
196,39,0,0
196,40,0,0
196,41,0,0
196,42,0,0
196,43,0,0
196,44,0,0
196,45,0,0
196,46,73,73
196,47,0,0
196,48,0,0
196,49,0,0
196,50,0,0
196,51,0,0
196,52,0,0
196,53,0,0
196,54,0,0
196,55,0,0
196,56,34,93
196,57,0,0
196,58,0,0
196,59,0,0
196,60,51,100
196,61,0,0
196,62,0,0
196,63,0,0
196,64,0,0
196,65,0,0
196,66,0,0
196,67,21,166
196,68,0,0
196,69,0,0
196,70,0,0
196,71,0,0
196,72,60,15
196,73,0,0
196,74,0,0
196,75,0,0
196,76,0,0
196,77,0,0
196,78,22,34
196,79,0,0
196,80,34,14
196,81,0,0
196,82,0,0
196,83,0,0
196,84,2,2
196,85,0,0
196,86,36,96
196,87,0,0
196,88,0,0
196,89,0,0
196,90,0,0
196,91,0,0
196,92,0,0
196,93,0,0
196,94,0,0
196,95,0,0
196,96,0,0
196,97,0,0
197,1,0,0
197,2,0,0
197,3,0,0
197,4,0,0
197,5,0,0
197,6,0,0
197,7,0,0
197,8,14,13
197,9,0,0
197,10,0,0
197,11,0,0
197,12,0,0
197,13,0,0
197,14,0,0
197,15,0,0
197,16,0,0
197,17,0,0
197,18,0,0
197,19,0,0
197,20,0,0
197,21,0,0
197,22,0,0
197,23,0,0
197,24,0,0
197,25,0,0
197,26,0,0
197,27,0,0
197,28,0,0
197,29,0,0
197,30,66,72
197,31,0,0
197,32,0,0
197,33,0,0
197,34,0,0
197,35,0,0
197,36,0,0
197,37,0,0
197,38,0,0
197,39,0,0
197,40,0,0
197,41,0,0
197,42,0,0
197,43,46,98
197,44,0,0
197,45,4,102
197,46,0,0
197,47,19,118
197,48,0,0
197,49,0,0
197,50,44,8
197,51,0,0
197,52,36,6
197,53,6,142
197,54,0,0
197,55,0,0
197,56,0,0
197,57,0,0
197,58,0,0
197,59,0,0
197,60,27,18
197,61,0,0
197,62,41,143
197,63,0,0
197,64,0,0
197,65,0,0
197,66,0,0
197,67,12,157
197,68,0,0
197,69,0,0
197,70,0,0
197,71,0,0
197,72,76,41
197,73,365,5
197,74,0,0
197,75,0,0
197,76,0,0
197,77,0,0
197,78,0,0
197,79,0,0
197,80,0,0
198,1,0,0
198,2,0,0
198,3,0,0
198,4,0,0
198,5,0,0
198,6,0,0
198,7,0,0
198,8,0,0
198,9,0,0
198,10,0,0
198,11,0,0
198,12,0,0
198,13,0,0
198,14,0,0
198,15,0,0
198,16,0,0
198,17,0,0
198,18,0,0
198,19,0,0
