Z_slice,neuron_id,GlyT2_synapse_count,Gephyrin_synapse_count
79,2,0,0
79,3,0,0
79,4,0,0
79,5,0,0
79,6,0,0
79,7,0,0
79,8,0,0
79,9,10,0
79,10,5,0
79,11,2,16
79,12,4,1
79,13,14,5
79,14,8,32
79,15,25,0
79,16,78,4
79,17,0,0
79,18,31,39
79,19,5,67
79,20,66,61
79,21,0,0
79,22,0,0
79,23,41,130
79,24,0,0
79,25,0,0
79,26,0,0
79,27,0,0
79,28,279,107
79,29,2,99
79,30,0,0
79,31,0,0
79,32,17,45
79,33,0,0
79,34,10,18
79,35,7,1
79,36,4,15
79,37,1,19
79,38,0,0
79,39,1,35
79,40,0,0
79,41,0,17
79,42,0,0
80,1,0,0
80,2,0,0
80,3,0,0
80,4,0,0
80,5,0,0
80,6,0,0
80,7,0,0
80,8,0,0
80,9,0,0
80,10,9,0
80,11,6,0
80,12,3,15
80,13,8,4
80,14,16,2
80,15,35,1
80,16,7,25
80,17,80,3
80,18,0,0
80,19,0,0
80,20,43,36
80,21,0,0
80,22,23,100
80,23,0,0
80,24,119,154
80,25,0,0
80,26,0,0
80,27,16,84
80,28,0,0
80,29,0,0
80,30,4,86
80,31,0,0
80,32,0,0
80,33,0,0
80,34,0,0
80,35,0,0
80,36,0,0
80,37,7,60
80,38,1,24
80,39,1,33
80,40,1,1
80,41,0,0
80,42,1,13
80,43,0,0
80,44,0,0
80,45,0,0
80,46,0,0
81,1,0,0
81,2,0,0
81,3,0,0
81,4,0,0
81,5,0,0
81,6,0,0
81,7,0,0
81,8,0,0
81,9,0,0
81,10,0,9
81,11,0,0
81,12,0,0
81,13,15,0
81,14,9,1
81,15,1,0
81,16,2,8
81,17,10,5
81,18,51,9
81,19,0,0
81,20,125,5
81,21,0,0
81,22,0,0
81,23,69,85
81,24,0,0
81,25,0,0
81,26,0,0
81,27,0,0
81,28,0,0
81,29,0,0
81,30,0,0
81,31,15,119
81,32,0,0
81,33,0,0
81,34,0,0
81,35,0,0
81,36,0,0
81,37,0,0
81,38,0,0
81,39,0,0
81,40,0,0
81,41,0,0
81,42,0,0
81,43,0,0
81,44,0,0
81,45,3,3
81,46,18,58
81,47,0,0
81,48,1,29
81,49,1,16
81,50,0,0
81,51,0,0
81,52,0,0
81,53,0,0
81,54,0,0
81,55,0,0
82,1,0,0
82,2,0,0
82,3,0,0
82,4,0,0
82,5,0,0
82,6,0,0
82,7,0,0
82,8,0,0
82,9,0,0
82,10,0,0
82,11,0,0
82,12,0,1
82,13,0,7
82,14,0,0
82,15,0,0
82,16,0,0
82,17,18,1
82,18,0,0
82,19,3,0
82,20,0,0
82,21,0,22
82,22,13,0
82,23,53,5
82,24,139,5
82,25,165,99
82,26,95,75
82,27,0,0
82,28,98,140
82,29,15,5
82,30,0,0
82,31,0,0
82,32,0,0
82,33,0,0
82,34,0,0
82,35,13,93
82,36,0,0
82,37,0,0
82,38,0,0
82,39,0,0
82,40,0,0
82,41,0,0
82,42,0,0
82,43,0,0
82,44,0,0
82,45,0,0
82,46,0,0
82,47,0,0
82,48,0,0
82,49,0,0
82,50,0,0
82,51,1,25
82,52,0,0
82,53,0,0
82,54,0,0
82,55,0,0
82,56,0,0
82,57,0,0
83,1,0,0
83,2,0,0
83,3,0,0
83,4,0,0
83,5,0,0
83,6,0,0
83,7,0,0
83,8,0,0
83,9,0,0
83,10,0,0
83,11,0,0
83,12,0,0
83,13,0,0
83,14,0,0
83,15,0,1
83,16,0,0
83,17,0,2
83,18,0,0
83,19,0,0
83,20,0,0
83,21,0,0
83,22,11,2
83,23,1,9
83,24,1,0
83,25,2,0
83,26,2,1
83,27,0,0
83,28,1,8
83,29,11,0
83,30,29,2
83,31,10,2
83,32,160,6
83,33,7,0
83,34,7,2
83,35,1,6
83,36,0,0
83,37,2,12
83,38,0,1
83,39,18,4
83,40,33,29
83,41,0,0
83,42,0,0
83,43,0,0
83,44,0,0
83,45,0,0
83,46,0,0
83,47,0,0
83,48,0,0
83,49,0,0
83,50,0,5
83,51,0,0
83,52,0,0
83,53,0,0
83,54,0,0
83,55,0,0
84,1,0,0
84,2,0,0
84,3,0,0
84,4,0,0
84,5,0,0
84,6,0,0
84,7,0,0
84,8,0,0
84,9,0,0
84,10,0,0
84,11,0,0
84,12,0,6
84,13,7,1
84,14,0,0
84,15,0,0
84,16,0,0
84,17,0,1
84,18,1,0
84,19,0,0
84,20,2,2
84,21,1,9
84,22,9,3
84,23,0,0
84,24,30,1
84,25,12,1
84,26,135,7
84,27,8,0
84,28,2,0
84,29,13,2
84,30,0,6
84,31,1,0
84,32,0,0
84,33,1,1
84,34,4,28
84,35,5,0
84,36,40,21
84,37,0,0
84,38,129,56
84,39,0,0
84,40,0,0
84,41,0,0
84,42,0,0
84,43,0,0
84,44,0,0
84,45,0,0
84,46,0,0
84,47,134,117
84,48,70,104
84,49,0,0
84,50,0,0
84,51,80,157
84,52,0,0
84,53,0,0
84,54,0,0
84,55,0,0
84,56,3,3
84,57,0,0
84,58,0,0
84,59,0,0
84,60,0,0
84,61,0,0
84,62,0,0
84,63,0,0
84,64,0,0
85,1,0,0
85,2,0,0
85,3,0,0
85,4,0,0
85,5,0,0
85,6,0,0
85,7,0,0
85,8,0,0
85,9,0,0
85,10,0,0
85,11,0,6
85,12,10,0
85,13,0,0
85,14,0,0
85,15,0,0
85,16,1,1
85,17,1,0
85,18,3,1
85,19,2,8
85,20,23,3
85,21,0,0
85,22,0,0
85,23,18,1
85,24,191,13
85,25,10,0
85,26,1,0
85,27,14,1
85,28,0,7
85,29,2,0
85,30,1,1
85,31,5,27
85,32,6,0
85,33,61,18
85,34,0,0
85,35,63,110
85,36,0,0
85,37,0,0
85,38,0,0
85,39,253,100
85,40,0,0
85,41,0,0
85,42,263,153
85,43,0,0
85,44,0,0
85,45,0,0
